id;budget;genres;imdb_id;original_language;original_title;overview;popularity;production_companies;production_countries;release_date;revenue;runtime;spoken_languages;status;tagline;title;vote_average;vote_count;production_companies_number;production_countries_number;spoken_languages_number
1947;30000000;Drama;tt0350261;en;An Unfinished Life;Stoic and heartbroken, Einar Gilkyson quietly lives in the rugged Wyoming ranchlands alongside his only trusted friend, Mitch Bradley. Then, suddenly, the woman he blames for the death of his only son arrives at his door broke, desperate, and with a granddaughter he's never known. But even as buried anger and accusations resurface, the way is opened for unexpected connection, adventure, and forgiveness.;1.213534;Miramax Films;United States of America;09/09/2005;18618284;108;English;Released;Every secret takes on a life of its own.;An Unfinished Life;6.7;143;7;2;2
1948;12000000;Action|Thriller|Crime;tt0479884;en;Crank;Professional assassin Chev Chelios learns his rival has injected him with a poison that will kill him if his heart rate drops.;3.791982;Lions Gate Films;United States of America;31/08/2006;42931041;88;English;Released;There are a thousand ways to raise your adrenaline. Today, Chev Chelios will need every single one.;Crank;6.6;1080;4;1;3
1949;65000000;Crime|Drama|Mystery|Thriller;tt0443706;en;Zodiac;The true story of the investigation of 'The Zodiac Killer',  a serial killer who terrified the San Francisco Bay Area, taunting police with his ciphers and letters. The case becomes an obsession for four men as their lives and careers are built and destroyed by the endless trail of clues.;4.833237;Paramount Pictures;United States of America;02/03/2007;84785914;157;English;Released;There's more than one way to lose your life to a killer.;Zodiac;7.3;1830;3;1;1
1950;0;Drama|Romance;tt0338216;en;Lucky You;A professional poker player whose astounding luck at the table fails to translate into his lonesome love life attempts to win the World Series of Poker while simultaneously earning the affections of a beautiful Las Vegas singer.;2.044006;Village Roadshow Pictures;United States of America;01/05/2007;5761917;124;English;Released;Change your game. Change your life.;Lucky You;5.4;73;5;1;1
1951;14200000;Drama;tt0342735;da;Manderlay;In 1933, after leaving Dogville, Grace Margaret Mulligan sees a slave being punished at a cotton farm called Manderlay. Officially slavery is illegal and Grace stands up against the owners of the farm. She stays with some gangsters in Manderlay and tries to influence the situation. But when harvest time comes Grace sees the social and economic reality of Manderlay.;1.269782;Zentropa Entertainments;Denmark;16/05/2005;674918;139;English;Released;Liberation. Whether They Want It Or Not.;Manderlay;7.0;73;21;7;1
1954;13000000;Science Fiction|Thriller;tt0289879;en;The Butterfly Effect;A young man struggles to access sublimated childhood memories. He finds a technique that allows him to travel back into the past, to occupy his childhood body and change history. However, he soon finds that every change he makes has unexpected consequences.;5.741323;New Line Cinema;Canada;22/01/2004;96060858;113;English;Released;Such minor changes, such huge consequences.;The Butterfly Effect;7.3;1873;5;2;1
1955;5000000;Drama|History;tt0080678;en;The Elephant Man;"A Victorian surgeon rescues a heavily disfigured man being mistreated by his ""owner"" as a side-show freak. Behind his monstrous façade, there is revealed a person of great intelligence and sensitivity. Based on the true story of Joseph Merrick (called John Merrick in the film), a severely deformed man in 19th century London.";2.0914;Brooksfilms;United Kingdom;02/10/1980;26010864;124;English;Released;I am not an animal! I am a human being! I... am... a man!;The Elephant Man;7.9;643;1;2;1
1956;3500000;Mystery|Drama|Adventure;tt0302674;en;Gerry;Two friends named Gerry become lost in the desert after taking a wrong turn. Their attempts to find their way home only lead them into further trouble.;1.157189;Epsilon Motion Pictures;Argentina;12/01/2002;0;103;English;Released;;Gerry;6.1;64;3;2;1
1957;38000000;Drama|Thriller;tt0278435;en;Enough;Working-class waitress Slim thought she was entering a life of domestic bliss when she married Mitch, the man of her dreams. After the arrival of their first child, her picture perfect life is shattered when she discovers Mitch's hidden possessive dark side, a controlling and abusive alter ego that can turn trust, love and tranquility into terror. Terrified for her child's safety, Slim flees with her daughter. Relentless in his pursuit and enlisting the aid of lethal henchmen, Mitch continually stalks the prey that was once his family.;0.78845;Winkler Films;United States of America;24/05/2002;51801187;114;English;Released;Everyone has a limit.;Enough;6.2;250;1;1;1
1958;8000000;Comedy|Thriller|Music|Crime|Mystery;tt0283832;fr;8 femmes;One murdered man, eight women, each seeming to be more eager than the others to know the truth. Gimme, gimme, gimme some clues to make up my mind. And eventually enter the truth. Oh, thou cruel woman!;0.571622;France 2 Cinéma;France;08/01/2002;0;111;Français;Released;;8 Women;6.9;178;6;2;1
1959;0;Drama|Romance;tt0120257;en;Swept from the Sea;The film tells the story of Russian emigree and the only survivor from ship crash Yanko Goorall and servant Amy Foster in the end of 19th century. When Yanko enters a farm sick and hungry after the shipwreck, everyone is afraid of him, except for Amy, who is very kind and helps him. Soon he becomes like a son for Dr. James Kennedy and romance between Yanko and Amy follows.;1.175933;Tapson Steel Films Productions;United Kingdom;23/01/1998;0;113;English;Released;;Swept from the Sea;6.2;10;1;1;1
1961;1500000;Comedy|Horror;tt0489235;en;My Name Is Bruce;B Movie Legend Bruce Campbell is mistaken for his character Ash from the Evil Dead trilogy and forced to fight a real monster in a small town in Oregon.;1.645302;Dark Horse Entertainment;United States of America;01/10/2007;173066;86;English;Released;Fearless! Unstoppable! Ready For His Close-Up!;My Name Is Bruce;5.9;103;2;1;1
1962;0;Drama;tt0325733;de;Was nützt die Liebe in Gedanken;A posthumous look at the last days of Guenther's life as he, his best friend, and his sister let loose on a four-day binge of alcohol, drugs, and sex.;0.454437;X-Filme Creative Pool;Germany;12/02/2004;0;89;Deutsch;Released;;Love in Thoughts;6.3;19;3;1;1
1963;10;Drama|Romance;tt0456470;ko;활;On a fishing boat at sea, a 60-year old man has been raising a girl since she was a child. It is agreed that they will get married on her 17th birthday. They live a quiet and secluded life, renting the boat to day fishermen and practicing strange divination rites. Their life changes when a teenage student comes aboard.;0.884486;Kim Ki-Duk Film;South Korea;12/05/2005;0;89;한국어/조선말;Released;;The Bow;6.6;45;2;2;1
1964;0;Drama;tt0441762;de;Ein Freund von mir;An introverted insurance executive at a car rental service is annoyed by his hyperactive, garrulous coworker, but the two end up becoming friends.;0.17453;Telepool;Germany;05/10/2006;0;84;Deutsch;Released;;A Friend of Mine;7.6;18;1;1;1
1965;60000000;Crime|Thriller|Drama;tt0120787;en;A Perfect Murder;Millionaire industrialist Steven Taylor is a man who has everything but what he craves most: the love and fidelity of his wife. A hugely successful player in the New York financial world, he considers her to be his most treasured acquisition. But she needs more than simply the role of dazzling accessory.;1.620886;Kopelson Entertainment;United States of America;05/06/1998;128038368;107;العربية;Released;A powerful husband. An unfaithful wife. A jealous lover. All of them have a motive. Each of them has a plan.;A Perfect Murder;6.3;291;2;1;2
1966;155000000;War|History|Action|Adventure|Drama|Romance;tt0346491;en;Alexander;Alexander, the King of Macedonia, leads his legions against the giant Persian Empire. After defeating the Persians, he leads his army across the then known world, venturing farther than any westerner had ever gone, all the way to India.;2.497784;France 3 Cinéma;France;21/11/2004;167298192;175;English;Released;The greatest legend of all was real.;Alexander;5.6;838;8;6;1
1967;0;Drama|Romance;tt0384814;en;Ask the Dust;Mexican beauty Camilla hopes to rise above her station by marrying a wealthy American. That is complicated by meeting Arturo Bandini, a first-generation Italian hoping to land a writing career and a blue-eyed blonde on his arm.;0.487001;Paramount Pictures;United States of America;02/02/2006;0;117;English;Released;Passion and ambition drive two dreamers in 1930s LA. Their love affair is ferocious and hot-blooded as they fight the city and themselves to make their dreams come true.;Ask the Dust;5.2;36;5;1;1
1968;0;Drama|Comedy|Romance;tt0119141;en;Fools Rush In;Alex Whitman (Matthew Perry) is a designer from New York City who is sent to Las Vegas to supervise the construction of a nightclub that his firm has been hired to build. Alex is a straight-laced WASP-ish type who, while enjoying a night on the town, meets Isabel Fuentes (Salma Hayek), a free-spirited Mexican-American photographer. Alex and Isabel are overtaken by lust at first sight and end up sp;0.605213;Columbia Pictures;United States of America;14/02/1997;29481428;109;English;Released;What if finding the love of your life meant changing the life that you loved?;Fools Rush In;5.8;119;1;1;1
1969;35000000;Action|Comedy|Western|Crime;tt0416496;es;Bandidas;Set in the late 19th century. When a ruthless robber baron takes away everything they cherish, a rough-and-tumble, idealistic peasant and a sophisticated heiress embark on a quest for justice, vengeance…and a few good heists.;2.87176;Ultra Films;United States of America;18/01/2006;10496317;93;English;Released;Being BAD never looked so GOOD!;Bandidas;5.8;271;6;3;2
1970;10000000;Horror|Mystery|Thriller;tt0391198;en;The Grudge;American nurse, Karen Davis moves to Tokyo and encounters a vengeful supernatural spirit known as The Grudge that often possesses its victims. When a series of horrifying and mysterious deaths occur – with the spirit passing its curse onto each victim - Karen must find away to break the spell before she becomes the spirit's next victim.;1.70291;Ghost House Pictures;Japan;22/10/2004;183474602;92;English;Released;It never forgives. It never forgets.;The Grudge;5.8;796;5;2;2
1975;20000000;Horror|Thriller;tt0433386;en;The Grudge 2;In Tokyo, a young woman is exposed to the same mysterious curse that afflicted her sister. The supernatural force, which fills a person with rage before spreading to its next victim, brings together a group of previously unrelated people who attempt to unlock its secret to save their lives.;1.938515;Columbia Pictures Corporation;United States of America;13/10/2006;39143839;102;English;Released;What Was Once Trapped, Will Now Be Unleashed;The Grudge 2;5.2;251;3;1;3
1976;1250000;Drama|Romance;tt0030287;en;Jezebel;In 1850s Louisiana, the willfulness of a tempestuous Southern belle threatens to destroy all who care for her.;1.156579;Warner Bros.;United States of America;19/03/1938;0;103;English;Released;A Fearless Feminine Creature with a heart full of love!;Jezebel;7.2;37;1;1;2
1977;5000000;Mystery|Horror|Thriller;tt1053859;en;The Grudge 3;Jake, the sole survivor of The Grudge 2 massacre, is tortured by chilling visions of Kayako and Toshio that have led to his hospitalization. Jake's caretaker, Dr. Sullivan is determined to investigate his horrifying tales. She explores his Chicago home, finding another family on the brink of succumbing to the curse. It becomes clear that Jake's terrifying stories are true, and a mysterious Japanese woman may be the only hope of banishing the spirits forever...unless her plan destroys them all.;2.187095;Ghost House Pictures;United States of America;12/05/2009;38610009;90;English;Released;You can't escape the curse.;The Grudge 3;5.1;126;3;1;3
1978;0;Thriller;tt0042994;en;Stage Fright;A struggling actress tries to help a friend prove his innocence when he's accused of murdering the husband of a high society entertainer.;0.52219;Warner Bros.;United Kingdom;23/02/1950;0;110;English;Released;Love held its breath as sudden terror held the stage!;Stage Fright;6.7;55;1;1;1
1979;130000000;Adventure|Fantasy|Action|Thriller;tt0486576;en;4: Rise of the Silver Surfer;The Fantastic Four return to the big screen as a new and all powerful enemy threatens the Earth. The seemingly unstoppable 'Silver Surfer', but all is not what it seems and there are old and new enemies that pose a greater threat than the intrepid superheroes realize.;5.631218;Ingenious Film Partners;Germany;13/06/2007;289047763;92;English;Released;Discover the secret of the Surfer.;Fantastic 4: Rise of the Silver Surfer;5.4;2354;7;3;4
1980;0;Comedy|Documentary;tt0951318;en;Bra Boys;A film about the cultural evolution of the Sydney beach side suburb of Maroubra and the social struggle faced by it's youth - the notorious surf gang known as the Bra Boys.;0.12574;Bradahood Productions;Australia;07/03/2007;0;90;English;Released;;Bra Boys;6.3;4;2;1;1
1984;0;Drama|Science Fiction;tt0048918;en;1984;1984 is the first feature film based on George Orwell’s novel 1984.;0.576323;Columbia Pictures Corporation;United Kingdom;06/03/1956;0;90;English;Released;Big Brother is Watching.;1984;6.9;20;2;2;1
1985;25000000;Drama|Mystery|Thriller;tt0387131;en;The Constant Gardener;Justin Quayle is a low-level British diplomat who has always gone about his work very quietly, not causing any problems. But after his radical wife Tessa is killed he becomes determined to find out why, thrusting himself into the middle of a very dangerous conspiracy.;1.426068;Studio Babelsberg;China;31/08/2005;82466670;129;Deutsch;Released;Love. At any cost.;The Constant Gardener;6.8;392;7;4;4
1986;0;Drama;tt0388505;fr;Va, vis et deviens;In 1980 the black Falashas in Ethiopia are recognised as genuine Jews and are secretly carried to Israel. The day before the transport the son of a Jewish mother dies. In his place and with his name (Schlomo) she takes a Christian 9-year-old boy.;0.75357;France 3 Cinéma;France;30/03/2005;0;140;;Released;;Live and Become;7.3;34;3;4;3
1987;0;Horror|Crime|Drama;tt0103793;de;Benny's Video;A 14-year-old video enthusiast is so caught up in film fantasy that he can no longer relate to the real world, to such an extent that he commits murder and records an on-camera confession for his parents.;0.787087;Wega Film;Austria;14/04/1993;0;105;العربية;Released;;Benny's Video;7.0;60;1;2;4
1988;16000000;Drama|Thriller;tt0829459;en;A Mighty Heart;Based on Mariane Pearl's account of the terrifying and unforgettable story of her husband, Wall Street Journal reporter Danny Pearl's life and death.;1.022464;Plan B Entertainment;France;01/01/2007;18928871;100;English;Released;One woman dared to keep hope alive;A Mighty Heart;6.7;91;3;4;3
1989;10000000;Drama|Romance;tt0765120;en;My Blueberry Nights;Elizabeth has just been through a particularly nasty breakup, and now she's ready to leave her friends and memories behind as she chases her dreams across the country. In order to support herself on her journey, Elizabeth picks up a series of waitress jobs along the way. As Elizabeth crosses paths with a series of lost souls.;1.169511;Block 2 Pictures;China;16/05/2007;21786738;111;English;Released;How do you say goodbye to someone you can't imagine living without?;My Blueberry Nights;6.1;179;4;3;1
1990;0;Mystery|Crime|Drama;tt0842929;en;Paranoid Park;The teenager and skateboarder Alex is interviewed by Detective Richard Lu that is investigating the death of a security guard in the rail yards severed by a train who was apparently hit by a skate board. While dealing with the separation process of his parents and the sexual heat of his virgin girlfriend Jennifer, Alex writes his last experiences in Paranoid Park with his new acquaintances and how the guard was killed, trying to relieve his feeling of guilty from his conscience.;0.787176;Centre National de la Cinématographie;France;21/05/2007;486021;85;English;Released;Could you hide a deadly secret?;Paranoid Park;6.2;119;3;2;1
1991;25000000;Action|Thriller;tt1028528;en;Death Proof;Austin's hottest DJ, Jungle Julia, sets out into the night to unwind with her two friends Shanna and Arlene. Covertly tracking their moves is Stuntman Mike, a scarred rebel leering from behind the wheel of his muscle car, revving just feet away.;3.6471;The Weinstein Company;United States of America;21/05/2007;25037897;113;English;Released;A crash course in revenge;Death Proof;6.7;1219;4;1;1
1992;0;Horror|Action|Thriller;tt1077258;en;Planet Terror;Two doctors find their graveyard shift inundated with townspeople ravaged by sores. Among the wounded is Cherry, a dancer whose leg was ripped from her body. As the invalids quickly become enraged aggressors, Cherry and her ex-boyfriend Wray lead a team of accidental warriors into the night.;2.030754;Dimension Films;United States of America;06/04/2007;0;105;English;Released;Humanity's last hope... Rests on a high power machine gun.;Planet Terror;6.5;1011;1;1;1
1993;0;History|Drama|Romance;tt0465188;it;Nuovomondo;The story is set at the beginning of the 20th century in Sicily. Salvatore, a very poor farmer, and a widower, decides to emigrate to the US with all his family, including his old mother. Before they embark, they meet Lucy. She is supposed to be a British lady and wants to come back to the States. Lucy, or Luce as Salvatore calls her, for unknown reasons wants to marry someone before to arrive to Ellis Island in New York. Salvatore accepts the proposal. Once they arrive in Ellis Island they spend the quarantine period trying to pass the examinations to be admitted to the States. Tests are not so simple for poor farmers coming from Sicily. Their destiny is in the hands of the custom officers.;0.473112;Banque Populaire Images 6;France;22/09/2006;0;118;Français;Released;;Golden Door;6.0;20;9;2;2
1994;200000;Adventure|Horror|Thriller;tt0023238;en;The Most Dangerous Game;When legendary hunter Bob Rainsford is shipwrecked on the perilous reefs surrounding a mysterious island, he finds himself the guest of the reclusive and eccentric Count Zaroff. While he is very gracious at first, Zaroff eventually forces Rainsford and two other shipwreck survivors, brother and sister Eve and Martin Towbridge, to participate in a sadistic game of cat and mouse in which they are the prey and he is the hunter.;0.442979;RKO Radio Pictures;United States of America;16/09/1932;0;63;Pусский;Released;They saw the heads of hunted men in Zaroff's trophy room!;The Most Dangerous Game;7.1;39;1;1;2
1995;115000000;Adventure|Fantasy|Action|Thriller;tt0146316;en;Lara Croft: Tomb Raider;English aristocrat Lara Croft is skilled in hand-to-hand combat and in the middle of a battle with a secret society. The shapely archaeologist moonlights as a tomb raider to recover lost antiquities and meets her match in the evil Powell, who's in search of a powerful relic.;5.213222;Paramount Pictures;United States of America;11/06/2001;274703340;100;English;Released;Born into Wealth. Groomed by the Elite. Trained for Combat.;Lara Croft: Tomb Raider;5.7;2052;7;1;1
1996;95000000;Action|Adventure|Fantasy|Thriller;tt0325703;en;Lara Croft Tomb Raider: The Cradle of Life;Lara Croft ventures to an underwater temple in search of the mythological Pandora's Box but, after securing it, it is promptly stolen by the villainous leader of a Chinese crime syndicate. Lara must recover the box before the syndicate's evil mastermind uses it to construct a weapon of catastrophic capabilities.;4.081281;Paramount Pictures;United States of America;21/07/2003;156505388;117;English;Released;Adventuress Lara Croft goes on a quest to save the mythical Pandora's Box;Lara Croft Tomb Raider: The Cradle of Life;5.6;1317;7;4;2
1997;74500000;Adventure|Drama|Family;tt0338512;en;Deux frères;Two tigers are separated as cubs and taken into captivity, only to be reunited years later as enemies by an explorer (Pearce) who inadvertently forces them to fight each other.;1.386882;Pathé Renn Productions;France;07/04/2004;62172050;109;English;Released;Two infant tiger cubs, separated from their parents and each other.;Two Brothers;6.9;163;5;2;3
1998;0;Drama;tt0384177;en;Holy Lola;The story of a young couple, Pierre and Geraldine, and their desire for a child, which leads them on a journey of initiation to Cambodia.  On their difficult and transformative adventure, they must contend with obstructive authorities and the jealousies and mistrust of a small community of would-be adoptive parents.;0.253922;Canal Plus;France;16/10/2004;0;130;English;Released;;Holy Lola;5.1;6;5;2;4
1999;1700000;Drama|Thriller;tt0247425;en;In the Bedroom;"Summertime on the coast of Maine, ""In the Bedroom"" centers on the inner dynamics of a family in transition. Matt Fowler is a doctor practicing in his native Maine and is married to New York born Ruth Fowler, a music teacher. He is involved in a love affair with a local single mother. As the beauty of Maine's brief and fleeting summer comes to an end, these characters find themselves in the midst of unimaginable tragedy.";0.679404;Miramax Films;United States of America;23/11/2001;0;130;;Released;A young man. An older woman. Her ex-husband. Things are about to explode...;In the Bedroom;6.3;84;2;1;2
2000;92000;Adventure|Drama|History;tt0068182;de;Aguirre, der Zorn Gottes;"A few decades after the destruction of the Inca empire, a Spanish expedition leaves the mountains of Peru and goes down the Amazon river in search of gold and wealth. Soon, they come across great difficulties and Don Aguirre, a ruthless man who cares only about riches, becomes their leader. But will his quest lead them to ""the golden city"", or to certain destruction?";2.17677;Werner Herzog Filmproduktion;Germany;29/12/1972;0;93;Deutsch;Released;A breathtaking journey into the heart of darkness;Aguirre: The Wrath of God;7.5;182;2;2;2
2001;21000000;Drama|Crime|Thriller;tt0498399;en;We Own the Night;A New York nightclub manager tries to save his brother and father from Russian mafia hitmen.;0.913066;Columbia Pictures;United States of America;25/05/2007;54926886;117;English;Released;Two brothers on opposite sides of the law. Beyond their differences lies loyalty.;We Own the Night;6.5;297;3;1;2
2002;6500000;Drama|Romance;tt0437526;fr;Une vieille maîtresse;Secrets, rumors and betrayals surround the upcoming marriage between a young dissolute man and virtuous woman of the French aristocracy.;0.633866;CB Films;Italy;30/05/2007;0;104;Français;Released;;The Last Mistress;6.3;14;9;2;1
2003;0;Drama;tt0348529;en;Anatomie de l'enfer;"A man rescues a woman from a suicide attempt in a gay nightclub. Walking the streets together, she propositions him: She'll pay him to visit her at her isolated house for four consecutive nights. There he will silently watch her. He's reluctant, but agrees. As the four nights progress, they become more intimate with each other, and a mutual fascination/revulsion develops. By the end of the four-day ""contract"", these two total strangers will have had a profound impact on each other.";1.172992;Canal Plus;France;28/01/2004;0;88;Français;Released;;Anatomy of Hell;5.3;28;5;1;1
2004;0;Action|Comedy|Romance;tt0177882;de;Kebab Connection;"In Hamburg, Ibrahim ""Ibo"" Secmez, of Turkish descent, wants to direct the first German kung-fu movie. For now, he makes commercials for his uncle's kebab restaurant. Titzie, an aspiring actress and Ibo's German girlfriend, finds she's pregnant. Ibo is uncertain about fatherhood - compounded by his father's disowning him for getting a German girl pregnant - so Titzie sends him packing. He makes attempts at getting it right, but as the birth approaches, he's still not ready. In the background are three thugs in search of good tripe soup and a Capulet-Montegue feud between the kebab joint and a Greek taverna across the street. Can Ibo be the glove upon that hand?";0.778087;Wüste Filmproduktion;Germany;21/04/2004;0;96;Deutsch;Released;;Kebab Connection;6.6;19;1;1;3
2005;31000000;Music|Comedy;tt0105417;en;Sister Act;A Reno singer witnesses a mob murder and the cops stash her in a nunnery to protect her from the hitmen. The mother superior does not trust her, and takes steps to limit her influence on the other nuns. Eventually the singer rescues the failing choir and begins helping with community projects, which gets her an interview on TV.;2.395858;Touchstone Pictures;United States of America;28/05/1992;231605150;100;English;Released;No booze! No sex! No drugs!... No way!;Sister Act;6.4;589;1;1;1
2006;0;Fantasy|Comedy|Romance;tt0051406;en;Bell, Book and Candle;A modern-day witch likes her neighbor but despises his fiancee, so she enchants him to love her instead... only to fall in love with him for real.;0.87667;Julian Blaustein Productions;United States of America;25/12/1958;0;106;English;Released;Getting Here is Half the Fun;Bell, Book and Candle;6.2;35;1;1;2
2007;0;Drama;tt0104756;en;Lorenzo's Oil;Lorenzo Odone was a normal child until the age of 7. After then, strange things began to happen to him: he would have blackouts, memory lapses, and other strange mental phemonenons. He is eventually diagnosed as suffering from ALD: an extremely rare incurable degenerative brain disorder. Frustrated at the failings of doctors and medicine in this area, the Odones begin to educate themselves;0.852361;Universal Pictures;United States of America;30/12/1992;7286388;135;English;Released;Some people make their own miracles.;Lorenzo's Oil;6.5;93;1;1;3
2008;0;Fantasy|Drama|Action|Thriller|Romance;tt0417976;zh;Wu Ji;An orphaned girl, driven by poverty at such a young age, makes a promise with an enchantress. In return for beauty and the admiration of every man, she will never be with the man she loves. This spell cannot be broken unless the impossible happens: snow falling in spring and the dead coming back to life. Now a grown and beautiful princess, she regrets her promise, for all of the men she's loved has always been met with tragedy. In love again with a man behind a red armor and a golden mask who rescues her from death, she is tormented by their inevitable parting. Meanwhile, Kunlun, the slave of a great general, is searching for the lost memories of a family he once had. Soon the fate of these two intertwine when the princess believes the general to be her hero, thus pulling him into this web of fate. What end will befallen our three characters? Are their fates already sealed by a higher power, or can they still choose a life they want?;0.666024;none;China;15/12/2005;0;98;English;Released;the promise;The Promise;5.1;28;0;3;3
2009;852510;Drama;tt1032846;ro;4 luni, 3 săptămîni și 2 zile;Gabita is pregnant, abortion is strictly forbidden in Romania during the communist regime. Despite this it is common practice and Gabita wants an abortion. The movie follows her and her friend Otilia during the day she has made the appointment with Mr. Bebe to have the abortion.;1.30936;Saga Film;Belgium;24/08/2007;1185783;113;Română;Released;At what moment do we begin to live?;4 Months, 3 Weeks and 2 Days;7.3;145;7;2;1
2010;0;Drama;tt1016205;ja;殯の森;A caregiver at a small retirement home takes one of her patients for a drive to the country, but the two wind up stranded in a forest where they embark on an exhausting and enlightening two-day journey.;0.135114;Celluloid Dreams;Japan;24/05/2007;0;97;日本語;Released;;The Mourning Forest;6.0;12;2;1;1
2011;7300000;Animation|Drama;tt0808417;fr;Persepolis;In 1970s Iran, Marjane 'Marji' Statrapi watches events through her young eyes and her idealistic family of a long dream being fulfilled of the hated Shah's defeat in the Iranian Revolution of 1979. However as Marji grows up, she witnesses first hand how the new Iran, now ruled by Islamic fundamentalists, has become a repressive tyranny on its own.;1.789271;Sony Pictures Classics;France;23/05/2007;0;95;English;Released;;Persepolis;7.7;405;14;2;4
2012;0;Drama;tt0841925;es;Stellet Licht;Johan and his family are Mennonites from the north of Mexico. Against the law of God and Man, Johan falls in love with another woman.;0.129787;Mantarraya Producciones;Germany;02/10/2007;0;142;English;Released;;Silent Light;7.1;24;3;4;3
2013;14000000;Drama;tt0401383;fr;Le scaphandre et le papillon;Elle France editor Jean-Dominique Bauby, who, in 1995 at the age of 43, suffered a stroke that paralyzed his entire body, except his left eye. Using that eye to blink out his memoir, Bauby eloquently described the aspects of his interior world, from the psychological torment of being trapped inside his body to his imagined stories from lands he'd only visited in his mind.;2.636671;France 3 Cinéma;France;22/05/2007;19777647;112;Français;Released;;The Diving Bell and the Butterfly;7.4;266;8;2;1
2014;3800000;Drama;tt0880502;de;Auf der anderen Seite;Nejat seems disapproving about his widower father Ali's choice of prostitute Yeter for a live-in girlfriend. But he grows fond of her when he discovers she sends money home to Turkey for her daughter's university studies. Yeter's sudden death distances father and son. Nejat travels to Istanbul to search for Yeter's daughter Ayten. Political activist Ayten has fled the Turkish police and is already in Germany. She is befriended by a young woman, Lotte, who invites rebellious Ayten to stay in her home, a gesture not particularly pleasing to her conservative mother Susanne. When Ayten is arrested and her asylum plea is denied, she is deported and imprisoned in Turkey. Lotte travels to Turkey,where she gets caught up in the seemingly hopeless situation of freeing Ayten.;1.635089;Filmstiftung Nordrhein-Westfalen;Germany;27/09/2007;17804565;122;English;Released;;The Edge of Heaven;6.6;64;9;2;3
2015;0;Drama;tt0817225;ko;밀양;Sin-ae moves with her son Jun to Miryang, the town where her dead husband was born. As she tries to come to herself and set out on new foundations, another tragic event overturns her life.;0.886136;Cinema Service;South Korea;23/05/2007;0;142;한국어/조선말;Released;;Secret Sunshine;6.2;42;1;1;1
2016;14500000;Drama|History|War;tt0444182;fr;Indigènes;During WWII, four North African men enlist in the French army to liberate that country from Nazi oppression, and to fight French discrimination.;0.965867;Tessalit Productions;Algeria;25/05/2006;22963701;128;العربية;Released;The true story of World War II's forgotten heroes.;Days of Glory;6.7;88;1;4;2
2017;12000000;Action|Crime|Drama|Mystery|Thriller;tt0292610;en;No Good Deed;While doing a friend a favor and searching for a runaway teenager, a police detective stumbles upon a bizarre band of criminals about to pull off a bank robbery.;1.568117;Remstar Productions;United States of America;28/06/2002;0;97;English;Released;HE was more than a cop. SHE was more than a thief.;No Good Deed;5.2;55;4;1;1
2018;35000000;Comedy;tt0209475;en;The Wedding Planner;Mary Fiore, San Francisco's premiere wedding planner is rescued from an accident by the man of her dreams, pediatrician Steve Edison, only to find he is the fiancé of her latest client, wealthy Fran Donnolly. As Mary continues making the wedding arrangements, she and Steve are put into a string of uncomfortable situations that force them to face their mutual attraction.;1.238709;Columbia Pictures Corporation;United States of America;26/01/2001;94728529;103;English;Released;His big day is her big problem.;The Wedding Planner;5.4;390;6;1;1
2019;18000000;Action|Adventure|Crime|Thriller;tt0107076;en;Hard Target;When a woman's father goes missing, she enlist a local to aid in her search.  The pair soon discover that her father has died at the hands of a wealthy sportsman who hunts homeless men as a form of recreation.;2.156504;Universal Pictures;United States of America;20/08/1993;74189677;97;English;Released;Don't hunt what you can't kill.;Hard Target;6.0;208;3;1;1
2020;51000000;Comedy;tt0120596;en;The Bachelor;Jimmie is seeing his single friends get married one by one. He isn't too worried until his girlfriend Anne catches the bouquet at his friend Marco's wedding. Suddenly, his wild mustang days are numbered. He finally decides to propose to her, but he sticks his foot in his mouth and botches the proposal. Being insulted by the defeatist proposal, Anne leaves town on an assignment. After she's gone, he finds out that his recently-deceased grandfather's will stipulates that he gets nothing of a multi-million dollar fortune unless he's married by 6:05pm on his 30th birthday: tomorrow! Not being able to find Anne, Jimmie begins backtracking through his past girlfriends to find a wife.;0.69793;New Line Cinema;United States of America;05/11/1999;36911617;101;English;Released;One thousand brides. One hundred million dollars. Jimmie Shannon is about to discover the true value of love.;The Bachelor;4.5;76;3;1;1
2021;0;Comedy|Drama|Romance;tt0113448;en;Jack & Sarah;Jack always lands on his feet. He lands on his feet when he marries the beautiful Sarah. He lands on his feet when he buys a luxurious new home. However, when Sarah goes into labour, he takes a tumble down the stairs and lands on his head. When he comes around he discovers he is the proud father of a baby girl, but deficient in the spouse department to the tune of 1.;0.208156;Granada Film Productions;France;02/06/1995;218626;110;English;Released;She's not proper, she's not fitting, she's not British, but to Jack she's a breath of fresh air.;Jack & Sarah;5.1;10;5;2;1
2022;50000000;Comedy|Romance;tt0280590;en;Mr. Deeds;When Longfellow Deeds, a small-town pizzeria owner and poet, inherits $40 billion from his deceased uncle, he quickly begins rolling in a different kind of dough. Moving to the big city, Deeds finds himself besieged by opportunists all gunning for their piece of the pie. Babe, a television tabloid reporter, poses as an innocent small-town girl to do an exposé on Deeds.;1.595713;New Line Cinema;United States of America;28/06/2002;171269535;96;English;Released;Small town kid, big time right hook.;Mr. Deeds;5.6;606;4;1;1
